연도,경기날짜,경기시간,경기일시,요일,평일_주말,월,주차_ISO,홈팀,방문팀,구장,기상_매핑_지역키,관중수,지점번호,관측도시,일평균기온(C),일합계강수량(mm),일평균풍속(m/s),일평균상대습도(%)
2025,2025-06-27,,2025-06-27,금,평일,6,26,키움,삼성,고척,서울_고척,16000,108,서울,,,,78.1
2025,2025-06-28,,2025-06-28,토,주말,6,26,SSG,한화,문학,인천,23183,112,인천,,,,93.1
2025,2025-06-28,,2025-06-28,토,주말,6,26,LG,KIA,잠실,서울_잠실,23750,108,서울,,,,85.0
2025,2025-06-28,,2025-06-28,토,주말,6,26,롯데,KT,사직,부산,22669,159,부산,,,,83.9
2025,2025-06-28,,2025-06-28,토,주말,6,26,NC,두산,창원,경남_창원,12961,155,창원,,,,83.1
2025,2025-06-28,,2025-06-28,토,주말,6,26,키움,삼성,고척,서울_고척,16000,108,서울,,,,85.0
2025,2025-06-29,,2025-06-29,일,주말,6,26,SSG,한화,문학,인천,23000,112,인천,,,,88.8
2025,2025-06-29,,2025-06-29,일,주말,6,26,LG,KIA,잠실,서울_잠실,23750,108,서울,,,,77.1
2025,2025-06-29,,2025-06-29,일,주말,6,26,롯데,KT,사직,부산,22669,159,부산,,,,82.9
2025,2025-06-29,,2025-06-29,일,주말,6,26,NC,두산,창원,경남_창원,9894,155,창원,,,,82.4
2025,2025-06-29,,2025-06-29,일,주말,6,26,키움,삼성,고척,서울_고척,16000,108,서울,,,,77.1
2025,2025-07-01,,2025-07-01,화,평일,7,27,롯데,LG,사직,부산,19627,159,부산,,,,81.8
2025,2025-07-01,,2025-07-01,화,평일,7,27,한화,NC,대전,대전,17000,133,대전,,,,73.9
2025,2025-07-01,,2025-07-01,화,평일,7,27,KIA,SSG,광주,광주,11782,156,광주,,,,75.4
2025,2025-07-01,,2025-07-01,화,평일,7,27,두산,삼성,잠실,서울_잠실,18022,108,서울,,,,78.6
2025,2025-07-01,,2025-07-01,화,평일,7,27,KT,키움,수원,경기_수원,5616,119,수원,,,,81.1
2025,2025-07-02,,2025-07-02,수,평일,7,27,롯데,LG,사직,부산,20661,159,부산,,,,81.0
2025,2025-07-02,,2025-07-02,수,평일,7,27,한화,NC,대전,대전,17000,133,대전,,,,71.3
2025,2025-07-02,,2025-07-02,수,평일,7,27,KIA,SSG,광주,광주,11827,156,광주,,,,73.3
2025,2025-07-02,,2025-07-02,수,평일,7,27,두산,삼성,잠실,서울_잠실,20448,108,서울,,,,76.3
2025,2025-07-02,,2025-07-02,수,평일,7,27,KT,키움,수원,경기_수원,6787,119,수원,,,,79.6
2025,2025-07-03,,2025-07-03,목,평일,7,27,롯데,LG,사직,부산,21914,159,부산,,,,74.9
2025,2025-07-03,,2025-07-03,목,평일,7,27,한화,NC,대전,대전,17000,133,대전,,,,69.1
2025,2025-07-03,,2025-07-03,목,평일,7,27,KIA,SSG,광주,광주,13013,156,광주,,,,71.3
2025,2025-07-03,,2025-07-03,목,평일,7,27,두산,삼성,잠실,서울_잠실,21525,108,서울,,,,75.5
2025,2025-07-03,,2025-07-03,목,평일,7,27,KT,키움,수원,경기_수원,8540,119,수원,,,,76.1
2025,2025-07-04,,2025-07-04,금,평일,7,27,키움,한화,고척,서울_고척,16000,108,서울,,,,77.0
2025,2025-07-04,,2025-07-04,금,평일,7,27,두산,KT,잠실,서울_잠실,16101,108,서울,,,,77.0
2025,2025-07-04,,2025-07-04,금,평일,7,27,삼성,LG,대구,대구,24000,143,대구,,,,56.1
2025,2025-07-04,,2025-07-04,금,평일,7,27,KIA,롯데,광주,광주,20500,156,광주,,,,74.0
2025,2025-07-04,,2025-07-04,금,평일,7,27,NC,SSG,창원,경남_창원,11147,155,창원,,,,76.8
2025,2025-07-05,,2025-07-05,토,주말,7,27,키움,한화,고척,서울_고척,16000,108,서울,,,,72.9
2025,2025-07-05,,2025-07-05,토,주말,7,27,두산,KT,잠실,서울_잠실,19774,108,서울,,,,72.9
2025,2025-07-05,,2025-07-05,토,주말,7,27,삼성,LG,대구,대구,24000,143,대구,,,,59.0
2025,2025-07-05,,2025-07-05,토,주말,7,27,KIA,롯데,광주,광주,20500,156,광주,,,,73.9
2025,2025-07-05,,2025-07-05,토,주말,7,27,NC,SSG,창원,경남_창원,12028,155,창원,,,,
2025,2025-07-06,,2025-07-06,일,주말,7,27,키움,한화,고척,서울_고척,16000,108,서울,,,,74.3
2025,2025-07-06,,2025-07-06,일,주말,7,27,두산,KT,잠실,서울_잠실,23750,108,서울,,,,74.3
2025,2025-07-06,,2025-07-06,일,주말,7,27,삼성,LG,대구,대구,24000,143,대구,,,,59.6
2025,2025-07-06,,2025-07-06,일,주말,7,27,KIA,롯데,광주,광주,20500,156,광주,,,,73.4
2025,2025-07-06,,2025-07-06,일,주말,7,27,NC,SSG,창원,경남_창원,7726,155,창원,,,,76.5
2025,2025-07-08,,2025-07-08,화,평일,7,28,한화,KIA,대전,대전,17000,133,대전,,,,65.9
2025,2025-07-08,,2025-07-08,화,평일,7,28,SSG,KT,문학,인천,10812,112,인천,,,,79.1
2025,2025-07-08,,2025-07-08,화,평일,7,28,롯데,두산,사직,부산,18541,159,부산,,,,65.1
2025,2025-07-08,,2025-07-08,화,평일,7,28,NC,삼성,창원,경남_창원,8294,155,창원,,,,69.6
2025,2025-07-08,,2025-07-08,화,평일,7,28,LG,키움,잠실,서울_잠실,16098,108,서울,,,,72.5
2025,2025-07-09,,2025-07-09,수,평일,7,28,한화,KIA,대전,대전,17000,133,대전,,,,48.1
2025,2025-07-09,,2025-07-09,수,평일,7,28,SSG,KT,문학,인천,10259,112,인천,,,,69.5
2025,2025-07-09,,2025-07-09,수,평일,7,28,롯데,두산,사직,부산,19071,159,부산,,,,59.6
2025,2025-07-09,,2025-07-09,수,평일,7,28,NC,삼성,창원,경남_창원,9220,155,창원,,,,60.0
2025,2025-07-09,,2025-07-09,수,평일,7,28,LG,키움,잠실,서울_잠실,16400,108,서울,,,,61.1
2025,2025-07-10,,2025-07-10,목,평일,7,28,한화,KIA,대전,대전,17000,133,대전,,,,42.4
2025,2025-07-10,,2025-07-10,목,평일,7,28,SSG,KT,문학,인천,10817,112,인천,,,,48.5
2025,2025-07-10,,2025-07-10,목,평일,7,28,롯데,두산,사직,부산,21199,159,부산,,,,60.9
2025,2025-07-10,,2025-07-10,목,평일,7,28,NC,삼성,창원,경남_창원,10106,155,창원,,,,60.3
2025,2025-07-10,,2025-07-10,목,평일,7,28,LG,키움,잠실,서울_잠실,16628,108,서울,,,,46.6
2025,2025-07-18,,2025-07-18,금,평일,7,29,KT,한화,수원,경기_수원,18700,119,수원,,,,82.4
2025,2025-07-18,,2025-07-18,금,평일,7,29,LG,롯데,잠실,서울_잠실,23750,108,서울,,,,89.5
2025,2025-07-19,,2025-07-19,토,주말,7,29,KT,한화,수원,경기_수원,18700,119,수원,,,,91.5
2025,2025-07-19,,2025-07-19,토,주말,7,29,LG,롯데,잠실,서울_잠실,23750,108,서울,,,,95.4
2025,2025-07-19,,2025-07-19,토,주말,7,29,SSG,두산,문학,인천,19877,112,인천,,,,98.5
2025,2025-07-20,,2025-07-20,일,주말,7,29,KT,한화,수원,경기_수원,18700,119,수원,,,,80.1
2025,2025-07-20,,2025-07-20,일,주말,7,29,LG,롯데,잠실,서울_잠실,23750,108,서울,,,,82.8
2025,2025-07-20,,2025-07-20,일,주말,7,29,KIA,NC,광주,광주,16985,156,광주,,,,79.0
2025,2025-07-20,,2025-07-20,일,주말,7,29,SSG,두산,문학,인천,18102,112,인천,,,,89.3
2025,2025-07-20,,2025-07-20,일,주말,7,29,삼성,키움,대구,대구,24000,143,대구,,,,79.9
2025,2025-07-22,,2025-07-22,화,평일,7,30,두산,한화,잠실,서울_잠실,23750,108,서울,,,,75.6
2025,2025-07-22,,2025-07-22,화,평일,7,30,NC,KT,창원,경남_창원,6302,155,창원,,,,79.0
2025,2025-07-22,,2025-07-22,화,평일,7,30,KIA,LG,광주,광주,12468,156,광주,,,,76.4
2025,2025-07-22,,2025-07-22,화,평일,7,30,키움,롯데,고척,서울_고척,15362,108,서울,,,,75.6
2025,2025-07-22,,2025-07-22,화,평일,7,30,삼성,SSG,대구,대구,22896,143,대구,,,,69.5
2025,2025-07-23,,2025-07-23,수,평일,7,30,두산,한화,잠실,서울_잠실,23750,108,서울,,,,70.4
2025,2025-07-23,,2025-07-23,수,평일,7,30,NC,KT,창원,경남_창원,6375,155,창원,,,,75.0
2025,2025-07-23,,2025-07-23,수,평일,7,30,KIA,LG,광주,광주,12172,156,광주,,,,75.3
2025,2025-07-23,,2025-07-23,수,평일,7,30,키움,롯데,고척,서울_고척,15325,108,서울,,,,70.4
2025,2025-07-23,,2025-07-23,수,평일,7,30,삼성,SSG,대구,대구,23304,143,대구,,,,68.1
2025,2025-07-24,,2025-07-24,목,평일,7,30,두산,한화,잠실,서울_잠실,23750,108,서울,,,,68.0
2025,2025-07-24,,2025-07-24,목,평일,7,30,NC,KT,창원,경남_창원,5157,155,창원,,,,73.1
2025,2025-07-24,,2025-07-24,목,평일,7,30,KIA,LG,광주,광주,12364,156,광주,,,,73.4
2025,2025-07-24,,2025-07-24,목,평일,7,30,키움,롯데,고척,서울_고척,15216,108,서울,,,,68.0
2025,2025-07-24,,2025-07-24,목,평일,7,30,삼성,SSG,대구,대구,24000,143,대구,,,,64.6
2025,2025-07-25,,2025-07-25,금,평일,7,30,롯데,KIA,사직,부산,22669,159,부산,,,,69.3
2025,2025-07-25,,2025-07-25,금,평일,7,30,두산,LG,잠실,서울_잠실,20007,108,서울,,,,64.6
2025,2025-07-25,,2025-07-25,금,평일,7,30,한화,SSG,대전,대전,17000,133,대전,,,,68.0
2025,2025-07-25,,2025-07-25,금,평일,7,30,KT,삼성,수원,경기_수원,18700,119,수원,,,,70.8
2025,2025-07-25,,2025-07-25,금,평일,7,30,NC,키움,창원,경남_창원,6171,155,창원,,,,71.5
2025,2025-07-26,,2025-07-26,토,주말,7,30,롯데,KIA,사직,부산,22669,159,부산,,,,69.9
2025,2025-07-26,,2025-07-26,토,주말,7,30,두산,LG,잠실,서울_잠실,23750,108,서울,,,,61.9
2025,2025-07-26,,2025-07-26,토,주말,7,30,한화,SSG,대전,대전,17000,133,대전,,,,66.8
2025,2025-07-26,,2025-07-26,토,주말,7,30,KT,삼성,수원,경기_수원,18700,119,수원,,,,66.4
2025,2025-07-26,,2025-07-26,토,주말,7,30,NC,키움,창원,경남_창원,10690,155,창원,,,,68.1
2025,2025-07-27,,2025-07-27,일,주말,7,30,롯데,KIA,사직,부산,22669,159,부산,,,,63.6
2025,2025-07-27,,2025-07-27,일,주말,7,30,두산,LG,잠실,서울_잠실,20780,108,서울,,,,62.4
2025,2025-07-27,,2025-07-27,일,주말,7,30,한화,SSG,대전,대전,17000,133,대전,,,,61.5
2025,2025-07-27,,2025-07-27,일,주말,7,30,KT,삼성,수원,경기_수원,18700,119,수원,,,,65.4
2025,2025-07-27,,2025-07-27,일,주말,7,30,NC,키움,창원,경남_창원,8115,155,창원,,,,66.3
2025,2025-07-29,,2025-07-29,화,평일,7,31,LG,KT,잠실,서울_잠실,17294,108,서울,,,,64.0
2025,2025-07-29,,2025-07-29,화,평일,7,31,롯데,NC,사직,부산,22669,159,부산,,,,68.8
2025,2025-07-29,,2025-07-29,화,평일,7,31,KIA,두산,광주,광주,14329,156,광주,,,,68.9
2025,2025-07-29,,2025-07-29,화,평일,7,31,한화,삼성,대전,대전,17000,133,대전,,,,62.6
2025,2025-07-29,,2025-07-29,화,평일,7,31,SSG,키움,문학,인천,10177,112,인천,,,,71.8
2025,2025-07-30,,2025-07-30,수,평일,7,31,LG,KT,잠실,서울_잠실,17782,108,서울,,,,62.9
2025,2025-07-30,,2025-07-30,수,평일,7,31,롯데,NC,사직,부산,22669,159,부산,,,,66.3
2025,2025-07-30,,2025-07-30,수,평일,7,31,KIA,두산,광주,광주,15391,156,광주,,,,67.3
2025,2025-07-30,,2025-07-30,수,평일,7,31,한화,삼성,대전,대전,17000,133,대전,,,,59.6
2025,2025-07-30,,2025-07-30,수,평일,7,31,SSG,키움,문학,인천,10514,112,인천,,,,77.1
2025,2025-07-31,,2025-07-31,목,평일,7,31,LG,KT,잠실,서울_잠실,17630,108,서울,,,,62.3
2025,2025-07-31,,2025-07-31,목,평일,7,31,롯데,NC,사직,부산,22669,159,부산,,,,70.5
2025,2025-07-31,,2025-07-31,목,평일,7,31,KIA,두산,광주,광주,15584,156,광주,,,,64.6
2025,2025-07-31,,2025-07-31,목,평일,7,31,한화,삼성,대전,대전,17000,133,대전,,,,61.9
2025,2025-07-31,,2025-07-31,목,평일,7,31,SSG,키움,문학,인천,10917,112,인천,,,,70.0
2025,2025-08-01,,2025-08-01,금,평일,8,31,KIA,한화,광주,광주,20500,156,광주,,,,67.1
2025,2025-08-01,,2025-08-01,금,평일,8,31,NC,KT,창원,경남_창원,7590,155,창원,,,,76.9
2025,2025-08-01,,2025-08-01,금,평일,8,31,삼성,LG,대구,대구,24000,143,대구,,,,59.4
2025,2025-08-01,,2025-08-01,금,평일,8,31,키움,롯데,고척,서울_고척,16000,108,서울,,,,66.9
2025,2025-08-01,,2025-08-01,금,평일,8,31,두산,SSG,잠실,서울_잠실,15073,108,서울,,,,66.9
2025,2025-08-02,,2025-08-02,토,주말,8,31,NC,KT,창원,경남_창원,9940,155,창원,,,,80.1
2025,2025-08-02,,2025-08-02,토,주말,8,31,삼성,LG,대구,대구,24000,143,대구,,,,63.3
2025,2025-08-02,,2025-08-02,토,주말,8,31,키움,롯데,고척,서울_고척,16000,108,서울,,,,62.1
2025,2025-08-02,,2025-08-02,토,주말,8,31,두산,SSG,잠실,서울_잠실,17278,108,서울,,,,62.1
2025,2025-08-03,,2025-08-03,일,주말,8,31,NC,KT,창원,경남_창원,7561,155,창원,,,,80.9
2025,2025-08-03,,2025-08-03,일,주말,8,31,삼성,LG,대구,대구,24000,143,대구,,,,75.3
2025,2025-08-03,,2025-08-03,일,주말,8,31,키움,롯데,고척,서울_고척,16000,108,서울,,,,69.0
2025,2025-08-03,,2025-08-03,일,주말,8,31,두산,SSG,잠실,서울_잠실,14422,108,서울,,,,69.0
2025,2025-08-05,,2025-08-05,화,평일,8,32,롯데,KIA,사직,부산,22669,159,부산,,,,83.4
2025,2025-08-05,,2025-08-05,화,평일,8,32,한화,KT,대전,대전,16783,133,대전,,,,71.0
2025,2025-08-05,,2025-08-05,화,평일,8,32,LG,두산,잠실,서울_잠실,20239,108,서울,,,,67.4
2025,2025-08-05,,2025-08-05,화,평일,8,32,SSG,삼성,문학,인천,13850,112,인천,,,,81.3
2025,2025-08-05,,2025-08-05,화,평일,8,32,NC,키움,창원,경남_창원,6661,155,창원,,,,86.4
2025,2025-08-06,,2025-08-06,수,평일,8,32,롯데,KIA,사직,부산,20944,159,부산,,,,81.8
2025,2025-08-06,,2025-08-06,수,평일,8,32,한화,KT,대전,대전,13919,133,대전,,,,84.3
2025,2025-08-06,,2025-08-06,수,평일,8,32,LG,두산,잠실,서울_잠실,20427,108,서울,,,,89.0
2025,2025-08-06,,2025-08-06,수,평일,8,32,SSG,삼성,문학,인천,12003,112,인천,,,,93.3
2025,2025-08-06,,2025-08-06,수,평일,8,32,NC,키움,창원,경남_창원,5776,155,창원,,,,84.1
2025,2025-08-07,,2025-08-07,목,평일,8,32,롯데,KIA,사직,부산,22104,159,부산,,,,74.5
2025,2025-08-07,,2025-08-07,목,평일,8,32,한화,KT,대전,대전,17000,133,대전,,,,74.5
2025,2025-08-07,,2025-08-07,목,평일,8,32,LG,두산,잠실,서울_잠실,21392,108,서울,,,,70.8
2025,2025-08-07,,2025-08-07,목,평일,8,32,SSG,삼성,문학,인천,15174,112,인천,,,,80.8
2025,2025-08-07,,2025-08-07,목,평일,8,32,NC,키움,창원,경남_창원,5893,155,창원,,,,69.5
2025,2025-08-08,,2025-08-08,금,평일,8,32,LG,한화,잠실,서울_잠실,23750,108,서울,,,,74.8
2025,2025-08-08,,2025-08-08,금,평일,8,32,NC,KIA,창원,경남_창원,12141,155,창원,,,,75.0
2025,2025-08-08,,2025-08-08,금,평일,8,32,키움,두산,고척,서울_고척,12841,108,서울,,,,74.8
2025,2025-08-08,,2025-08-08,금,평일,8,32,롯데,SSG,사직,부산,20091,159,부산,,,,78.1
2025,2025-08-08,,2025-08-08,금,평일,8,32,KT,삼성,수원,경기_수원,18700,119,수원,,,,75.4
2025,2025-08-09,,2025-08-09,토,주말,8,32,LG,한화,잠실,서울_잠실,23750,108,서울,,,,82.1
2025,2025-08-09,,2025-08-09,토,주말,8,32,키움,두산,고척,서울_고척,16000,108,서울,,,,82.1
2025,2025-08-09,,2025-08-09,토,주말,8,32,KT,삼성,수원,경기_수원,18700,119,수원,,,,75.6
2025,2025-08-10,,2025-08-10,일,주말,8,32,LG,한화,잠실,서울_잠실,23750,108,서울,,,,70.0
2025,2025-08-10,,2025-08-10,일,주말,8,32,NC,KIA,창원,경남_창원,10773,155,창원,,,,92.9
2025,2025-08-10,,2025-08-10,일,주말,8,32,키움,두산,고척,서울_고척,15111,108,서울,,,,70.0
2025,2025-08-10,,2025-08-10,일,주말,8,32,롯데,SSG,사직,부산,22062,159,부산,,,,86.9
2025,2025-08-10,,2025-08-10,일,주말,8,32,KT,삼성,수원,경기_수원,18700,119,수원,,,,72.9
2025,2025-08-12,,2025-08-12,화,평일,8,33,삼성,KIA,대구,대구,22522,143,대구,,,,90.5
2025,2025-08-12,,2025-08-12,화,평일,8,33,KT,LG,수원,경기_수원,14407,119,수원,,,,69.9
2025,2025-08-12,,2025-08-12,화,평일,8,33,한화,롯데,대전,대전,17000,133,대전,,,,82.8
2025,2025-08-12,,2025-08-12,화,평일,8,33,두산,NC,잠실,서울_잠실,11590,108,서울,,,,62.9
2025,2025-08-12,,2025-08-12,화,평일,8,33,SSG,키움,문학,인천,10091,112,인천,,,,68.9
2025,2025-08-13,,2025-08-13,수,평일,8,33,삼성,KIA,대구,대구,24000,143,대구,,,,78.4
2025,2025-08-13,,2025-08-13,수,평일,8,33,한화,롯데,대전,대전,17000,133,대전,,,,86.0
2025,2025-08-14,,2025-08-14,목,평일,8,33,삼성,KIA,대구,대구,24000,143,대구,,,,66.8
2025,2025-08-14,,2025-08-14,목,평일,8,33,한화,롯데,대전,대전,17000,133,대전,,,,74.5
2025,2025-08-14,,2025-08-14,목,평일,8,33,두산,NC,잠실,서울_잠실,10938,108,서울,,,,91.1
2025,2025-08-14,,2025-08-14,목,평일,8,33,SSG,키움,문학,인천,9461,112,인천,,,,98.5
2025,2025-08-15,,2025-08-15,금,평일,8,33,NC,한화,창원,경남_창원,17983,155,창원,,,,78.5
2025,2025-08-15,,2025-08-15,금,평일,8,33,두산,KIA,잠실,서울_잠실,23750,108,서울,,,,84.3
2025,2025-08-15,,2025-08-15,금,평일,8,33,키움,KT,고척,서울_고척,11585,108,서울,,,,84.3
2025,2025-08-15,,2025-08-15,금,평일,8,33,SSG,LG,문학,인천,23000,112,인천,,,,95.9
2025,2025-08-15,,2025-08-15,금,평일,8,33,롯데,삼성,사직,부산,22669,159,부산,,,,71.9
2025,2025-08-16,,2025-08-16,토,주말,8,33,NC,한화,창원,경남_창원,17983,155,창원,,,,79.4
2025,2025-08-16,,2025-08-16,토,주말,8,33,두산,KIA,잠실,서울_잠실,23750,108,서울,,,,76.0
2025,2025-08-16,,2025-08-16,토,주말,8,33,키움,KT,고척,서울_고척,10163,108,서울,,,,76.0
2025,2025-08-16,,2025-08-16,토,주말,8,33,SSG,LG,문학,인천,23000,112,인천,,,,90.0
2025,2025-08-16,,2025-08-16,토,주말,8,33,롯데,삼성,사직,부산,22669,159,부산,,,,72.3
2025,2025-08-17,,2025-08-17,일,주말,8,33,NC,한화,창원,경남_창원,12179,155,창원,,,,76.4
2025,2025-08-17,,2025-08-17,일,주말,8,33,두산,KIA,잠실,서울_잠실,23750,108,서울,,,,76.3
2025,2025-08-17,,2025-08-17,일,주말,8,33,키움,KT,고척,서울_고척,8838,108,서울,,,,76.3
2025,2025-08-17,,2025-08-17,일,주말,8,33,SSG,LG,문학,인천,23000,112,인천,,,,88.6
2025,2025-08-17,,2025-08-17,일,주말,8,33,롯데,삼성,사직,부산,22669,159,부산,,,,74.3
2025,2025-08-19,,2025-08-19,화,평일,8,34,LG,롯데,잠실,서울_잠실,23750,108,서울,,,,75.3
2025,2025-08-19,,2025-08-19,화,평일,8,34,한화,두산,대전,대전,16580,133,대전,,,,73.0
2025,2025-08-19,,2025-08-19,화,평일,8,34,KT,SSG,수원,경기_수원,8853,119,수원,,,,79.4
2025,2025-08-19,,2025-08-19,화,평일,8,34,NC,삼성,창원,경남_창원,8343,155,창원,,,,77.0
2025,2025-08-19,,2025-08-19,화,평일,8,34,KIA,키움,광주,광주,11023,156,광주,,,,74.8
2025,2025-08-20,,2025-08-20,수,평일,8,34,LG,롯데,잠실,서울_잠실,23750,108,서울,,,,74.5
2025,2025-08-20,,2025-08-20,수,평일,8,34,한화,두산,대전,대전,16054,133,대전,,,,70.9
2025,2025-08-20,,2025-08-20,수,평일,8,34,KT,SSG,수원,경기_수원,9062,119,수원,,,,77.9
2025,2025-08-20,,2025-08-20,수,평일,8,34,NC,삼성,창원,경남_창원,9430,155,창원,,,,79.8
2025,2025-08-20,,2025-08-20,수,평일,8,34,KIA,키움,광주,광주,10503,156,광주,,,,75.1
2025,2025-08-21,,2025-08-21,목,평일,8,34,LG,롯데,잠실,서울_잠실,23750,108,서울,,,,70.6
2025,2025-08-21,,2025-08-21,목,평일,8,34,한화,두산,대전,대전,16369,133,대전,,,,70.3
2025,2025-08-21,,2025-08-21,목,평일,8,34,KT,SSG,수원,경기_수원,9912,119,수원,,,,75.6
2025,2025-08-21,,2025-08-21,목,평일,8,34,NC,삼성,창원,경남_창원,9832,155,창원,,,,76.9
2025,2025-08-21,,2025-08-21,목,평일,8,34,KIA,키움,광주,광주,10061,156,광주,,,,73.1
2025,2025-08-22,,2025-08-22,금,평일,8,34,두산,KT,잠실,서울_잠실,16397,108,서울,,,,71.5
2025,2025-08-22,,2025-08-22,금,평일,8,34,KIA,LG,광주,광주,14633,156,광주,,,,72.5
2025,2025-08-22,,2025-08-22,금,평일,8,34,NC,롯데,창원,경남_창원,17983,155,창원,,,,79.0
2025,2025-08-22,,2025-08-22,금,평일,8,34,한화,SSG,대전,대전,16446,133,대전,,,,70.1
2025,2025-08-22,,2025-08-22,금,평일,8,34,삼성,키움,대구,대구,24000,143,대구,,,,67.9
2025,2025-08-23,,2025-08-23,토,주말,8,34,두산,KT,잠실,서울_잠실,21834,108,서울,,,,74.9
2025,2025-08-23,,2025-08-23,토,주말,8,34,KIA,LG,광주,광주,20500,156,광주,,,,73.4
2025,2025-08-23,,2025-08-23,토,주말,8,34,NC,롯데,창원,경남_창원,17983,155,창원,,,,77.9
2025,2025-08-23,,2025-08-23,토,주말,8,34,한화,SSG,대전,대전,17000,133,대전,,,,73.1
2025,2025-08-23,,2025-08-23,토,주말,8,34,삼성,키움,대구,대구,24000,143,대구,,,,60.0
2025,2025-08-24,,2025-08-24,일,주말,8,34,두산,KT,잠실,서울_잠실,17905,108,서울,,,,69.4
2025,2025-08-24,,2025-08-24,일,주말,8,34,KIA,LG,광주,광주,15128,156,광주,,,,76.5
2025,2025-08-24,,2025-08-24,일,주말,8,34,NC,롯데,창원,경남_창원,17983,155,창원,,,,80.1
2025,2025-08-24,,2025-08-24,일,주말,8,34,한화,SSG,대전,대전,17000,133,대전,,,,65.3
2025,2025-08-24,,2025-08-24,일,주말,8,34,삼성,키움,대구,대구,24000,143,대구,,,,63.3
2025,2025-08-26,,2025-08-26,화,평일,8,35,키움,한화,고척,서울_고척,16000,108,서울,,,,81.8
2025,2025-08-26,,2025-08-26,화,평일,8,35,SSG,KIA,문학,인천,17488,112,인천,,,,86.6
2025,2025-08-26,,2025-08-26,화,평일,8,35,롯데,KT,사직,부산,16116,159,부산,,,,75.9
2025,2025-08-26,,2025-08-26,화,평일,8,35,NC,LG,창원,경남_창원,6496,155,창원,,,,78.0
2025,2025-08-26,,2025-08-26,화,평일,8,35,두산,삼성,잠실,서울_잠실,20491,108,서울,,,,81.8
2025,2025-08-27,,2025-08-27,수,평일,8,35,키움,한화,고척,서울_고척,16000,108,서울,,,,73.8
2025,2025-08-27,,2025-08-27,수,평일,8,35,SSG,KIA,문학,인천,17688,112,인천,,,,77.3
2025,2025-08-27,,2025-08-27,수,평일,8,35,롯데,KT,사직,부산,16826,159,부산,,,,71.1
2025,2025-08-27,,2025-08-27,수,평일,8,35,NC,LG,창원,경남_창원,8337,155,창원,,,,75.0
2025,2025-08-27,,2025-08-27,수,평일,8,35,두산,삼성,잠실,서울_잠실,21198,108,서울,,,,73.8
2025,2025-08-28,,2025-08-28,목,평일,8,35,키움,한화,고척,서울_고척,16000,108,서울,,,,72.9
2025,2025-08-28,,2025-08-28,목,평일,8,35,SSG,KIA,문학,인천,17833,112,인천,,,,78.9
2025,2025-08-28,,2025-08-28,목,평일,8,35,롯데,KT,사직,부산,17273,159,부산,,,,74.9
2025,2025-08-28,,2025-08-28,목,평일,8,35,NC,LG,창원,경남_창원,9528,155,창원,,,,77.3
2025,2025-08-28,,2025-08-28,목,평일,8,35,두산,삼성,잠실,서울_잠실,23126,108,서울,,,,72.9
2025,2025-08-29,,2025-08-29,금,평일,8,35,KT,KIA,수원,경기_수원,18700,119,수원,,,,81.0
2025,2025-08-29,,2025-08-29,금,평일,8,35,SSG,NC,문학,인천,11509,112,인천,,,,89.5
2025,2025-08-29,,2025-08-29,금,평일,8,35,롯데,두산,사직,부산,19473,159,부산,,,,72.8
2025,2025-08-29,,2025-08-29,금,평일,8,35,한화,삼성,대전,대전,17000,133,대전,,,,74.4
2025,2025-08-29,,2025-08-29,금,평일,8,35,LG,키움,잠실,서울_잠실,22231,108,서울,,,,82.0
2025,2025-08-30,,2025-08-30,토,주말,8,35,KT,KIA,수원,경기_수원,18700,119,수원,,,,79.9
2025,2025-08-30,,2025-08-30,토,주말,8,35,SSG,NC,문학,인천,20449,112,인천,,,,86.4
2025,2025-08-30,,2025-08-30,토,주말,8,35,롯데,두산,사직,부산,22669,159,부산,,,,70.1
2025,2025-08-30,,2025-08-30,토,주말,8,35,한화,삼성,대전,대전,17000,133,대전,,,,72.0
2025,2025-08-30,,2025-08-30,토,주말,8,35,LG,키움,잠실,서울_잠실,23750,108,서울,,,,81.1
2025,2025-08-31,,2025-08-31,일,주말,8,35,KT,KIA,수원,경기_수원,18700,119,수원,,,,80.1
2025,2025-08-31,,2025-08-31,일,주말,8,35,SSG,NC,문학,인천,13129,112,인천,,,,82.9
2025,2025-08-31,,2025-08-31,일,주말,8,35,롯데,두산,사직,부산,20350,159,부산,,,,80.6
2025,2025-08-31,,2025-08-31,일,주말,8,35,한화,삼성,대전,대전,17000,133,대전,,,,76.9
2025,2025-08-31,,2025-08-31,일,주말,8,35,LG,키움,잠실,서울_잠실,22503,108,서울,,,,75.3
2025,2025-09-02,,2025-09-02,화,평일,9,36,한화,KIA,대전,대전,16730,133,대전,,,,79.5
2025,2025-09-02,,2025-09-02,화,평일,9,36,LG,롯데,잠실,서울_잠실,23750,108,서울,,,,74.6
2025,2025-09-02,,2025-09-02,화,평일,9,36,KT,NC,수원,경기_수원,6710,119,수원,,,,75.1
2025,2025-09-02,,2025-09-02,화,평일,9,36,SSG,키움,문학,인천,11112,112,인천,,,,80.4
2025,2025-09-03,,2025-09-03,수,평일,9,36,KT,롯데,수원,경기_수원,14910,119,수원,,,,72.8
2025,2025-09-03,,2025-09-03,수,평일,9,36,한화,NC,대전,대전,17000,133,대전,,,,79.4
